Unnamed: 0,taxon,Kingdom,Phylum,Class,Order,Family,Genus,accession
2012,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2013,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2014,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2015,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2016,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2017,Pseudomonas cavernicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2018,Terfezia boudieri,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Terfezia,
2019,Microcystis sp. T1-4,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,
2020,Bacillus sp. FJAT-27225,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
2021,Bacteroidetes bacterium CG12_big_fil_rev_8_21_14_0_65_60_17,Bacteria,Bacteroidota,,,,,
2022,Roseovarius litorisediminis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,
2023,Aromatoleum evansii,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,
2024,Oricola cellulosilytica,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Oricola,
2025,Enterocloster alcoholdehydrogenati,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,
2026,Novosphingobium umbonatum,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
2027,uncultured Subdoligranulum sp.,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,
2028,Algoriphagus iocasae,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
2029,Streptomyces sp. SID13588,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2030,Streptomyces sp. SID13588,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2031,Neoroseomonas terrae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neoroseomonas,
2032,Labrys okinawensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Labrys,
2033,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2034,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2035,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2036,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2037,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2038,Pseudomonas sp. GV085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2039,Oerskovia enterophila,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia,
2040,Actinopolyspora righensis,Bacteria,Actinomycetota,Actinomycetes,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,
2041,Jiangella alkaliphila,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,
2042,Gluconobacter kondonii,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,
2043,Mobilisporobacter senegalensis,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mobilisporobacter,
2044,Streptomyces mangrovisoli,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2045,Streptomyces mangrovisoli,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2046,Pleurocapsales cyanobacterium LEGE 06147,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,,,
2047,Undibacterium baiyunense,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
2048,Dorea sp. D27,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,
2049,Chromohalobacter israelensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,
2050,Actinoplanes cyaneus,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,
2051,Prescottella defluvii,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,
2052,Bowmanella pacifica,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bowmanella,
2053,Flammeovirgaceae bacterium UBA7330,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,,
2054,Mangrovihabitans endophyticus,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Mangrovihabitans,
2055,Candidatus Mailhella merdavium,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,
2056,Thermomonas aquatica,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
2057,Cellulomonas sp. 73-92,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,
2058,uncultured Bacteroides sp.,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
2059,Salimicrobium halophilum,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Salimicrobium,
2060,Thelephora ganbajun,Eukaryota,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,
2061,Nocardia sp. BMG51109,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,
2062,Arthrobacter sp. ISL-65,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
2063,Meiothermus sp. CFH 77666,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,
2064,Sphingomonas sp. CL5.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
2065,Chitinispirillum sp.,Bacteria,Fibrobacterota,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum,
2066,Bacteroidia bacterium Ga0077558,Bacteria,Bacteroidota,Bacteroidia,,,,
2067,Paenibacillus sp. 1_12,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
2068,Streptomyces sp. Root431,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2069,Streptomyces sp. Root431,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2070,Agreia sp. COWG,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agreia,
2071,Neoantrodia serialis,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Neoantrodia,
2072,Mycolicibacterium sp. P1-18,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,
2073,Arthrobacter gallicola,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
2074,Jeongeupia naejangsanensis,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Jeongeupia,
2075,Sporotomaculum syntrophicum,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Sporotomaculum,
2076,Roseibium aggregatum,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,
2077,Aeoliella straminimaris,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Aeoliella,
2078,Elusimicrobiota bacterium,Bacteria,Elusimicrobiota,,,,,
2079,Mycobacterium lacus,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
2080,Comamonas sp. 26,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
2081,Comamonas terrae,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
2082,Methylocapsa sp. S129,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,
2083,Psychrobacter immobilis,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,
2084,Oxobacter pfennigii,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Oxobacter,
2085,Tolumonas osonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,
2086,Paludibacteraceae bacterium,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,,
2087,Serinicoccus hydrothermalis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Serinicoccus,
2088,Streptomyces sp. TSRI0281,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2089,Streptomyces sp. TSRI0281,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2090,Actinobacteria bacterium OV450,Bacteria,Actinomycetota,Actinomycetes,,,,
2091,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2092,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2093,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2094,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2095,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2096,Pseudomonas sp. SSM44,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2097,Roseovarius albus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,
2098,Desulfotomaculum sp.,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,
2099,Mucilaginibacter polytrichastri,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
2100,Cupriavidus yeoncheonensis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
2101,Rickettsiales bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,,
2102,Kosakonia oryziphila,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,
2103,Agromyces agglutinans,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,
2104,Paracoccus laeviglucosivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,
2105,Alistipes sp. CHKCI003,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
2106,Novosphingobium sp. Chol11,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
2107,Paracoccus tibetensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,
2108,Pontibacterium sinense,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pontibacterium,
2109,Thermodesulfitimonas autotrophica,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermodesulfitimonas,
2110,Candidatus Desulfovibrio intestinavium,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
2111,Actinomadura syzygii,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,
2112,Teredinibacter franksiae,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,
2113,Corynebacterium imitans,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
2114,Rhizorhabdus sp.,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,
2115,Schaalia sp. JY-X169,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,
2116,Hepatospora eriocheir,Eukaryota,Microsporidia,,,Hepatosporidae,Hepatospora,
2117,Blastococcus litoris,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,
2118,Nocardia sp. BSTN01,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,
2119,Acetobacter orientalis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,
2120,Nonomuraea turkmeniaca,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,
2121,Streptomyces spiroverticillatus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2122,Streptomyces spiroverticillatus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2123,Burkholderia sp. RF2-non_BP3,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
2124,Solirubrobacter pauli,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
2125,Alteriqipengyuania lutimaris,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Alteriqipengyuania,
2126,Actinomadura sp. NAK00032,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,
2127,Rhizobium sp. Root1212,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,
2128,Komagataeibacter melomenusus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,
2129,Brevundimonas guildfordensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
2130,Pilaira anomala,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Pilaira,
2131,Burkholderia sp. USMB20,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
2132,Flavobacterium psychrophilum,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
2133,Marinobacter nitratireducens,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
2134,Psychroserpens luteus,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,
2135,Citrobacter europaeus,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,
2136,Amycolatopsis granulosa,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,
2137,Diaphorobacter caeni,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,
2138,Alistipes communis,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
2139,Alicycliphilus sp. UBA6560,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,
2140,Trichoderma reesei,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
2141,Agarivorans gilvus,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,
2142,Chitinophaga pinensis,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,
2143,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2144,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2145,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2146,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2147,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2148,Pseudomonas sp. NFR16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2149,Streptomyces coeruleorubidus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2150,Streptomyces coeruleorubidus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2151,Persicobacter sp. CCB-QB2,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Persicobacteraceae,Persicobacter,
2152,Thiobacillus sp. 63-78,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,
2153,Paenarthrobacter ilicis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,
2154,Herbiconiux sp.,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Herbiconiux,
2155,Burkholderia sp. URHA0054,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
2156,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2157,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2158,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2159,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2160,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2161,Pseudomonas guariconensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2162,Schumannella soli,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Schumannella,
2163,Agrobacterium sp. T29,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,
2164,Streptomyces chromofuscus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2165,Streptomyces chromofuscus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2166,Saccharopolyspora hordei,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,
2167,Phenylobacterium sp. CCH9-H3,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
2168,Fodinibius salinus,Bacteria,Balneolota,Balneolia,Balneolales,Balneolaceae,Fodinibius,
2169,Eubacteriaceae bacterium CHKCI004,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,,
2170,Paenibacillus whitsoniae,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
2171,Ornithinimicrobium pratense,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,
2172,Mesorhizobium sp. WSM4306,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
2173,Streptomyces radiopugnans,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2174,Streptomyces radiopugnans,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
2175,Xylophilus ampelinus,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Xylophilus,
2176,Asticcacaulis sp. AC460,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,
2177,Arthrobacter dokdonellae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
2178,Flavobacterium solisilvae,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
2179,Rhodanobacter sp. OK091,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,
2180,Desulfovibrio sp. JC022,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
2181,Micrococcus flavus,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,
2182,Bacteroidetes bacterium OLB10,Bacteria,Bacteroidota,,,,,
2183,Gongronella butleri,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,
2184,Desarmillaria tabescens,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Desarmillaria,
2185,Tahibacter soli,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,
2186,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2187,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2188,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2189,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2190,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2191,Pseudomonas synxantha,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2192,Roseateles depolymerans,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,
2193,Paracoccus indicus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,
2194,Sphaerisporangium album,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,
2195,Thauera sp. 28,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,
2196,Pseudomonas sp. gcc21,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2197,Pseudomonas sp. gcc21,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
2198,Pseudomonas sp. gcc21,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
