Row,Speciesofinterest,match_by,GEM_ID,Genomesource,Functional in COMETS
2100,Cupriavidus yeoncheonensis,No curated GEM at species or genus level,NA,GTDB,No
2101,Rickettsiales bacterium,No curated GEM at species or genus level,NA,GTDB,No
2102,Kosakonia oryziphila,No curated GEM at species or genus level,NA,GTDB,No
2103,Agromyces agglutinans,No curated GEM at species or genus level,NA,GTDB,No
2104,Paracoccus laeviglucosivorans,No curated GEM at species or genus level,NA,GTDB,No
2105,Alistipes sp. CHKCI003,No curated GEM at species or genus level,NA,GTDB,No
2106,Novosphingobium sp. Chol11,No curated GEM at species or genus level,NA,GTDB,No
2107,Paracoccus tibetensis,No curated GEM at species or genus level,NA,GTDB,No
2108,Pontibacterium sinense,No curated GEM at species or genus level,NA,GTDB,No
2109,Thermodesulfitimonas autotrophica,No curated GEM at species or genus level,NA,GTDB,No
2110,Candidatus Desulfovibrio intestinavium,No curated GEM at species or genus level,NA,GTDB,No
2111,Actinomadura syzygii,No curated GEM at species or genus level,NA,GTDB,No
2112,Teredinibacter franksiae,No curated GEM at species or genus level,NA,GTDB,No
2113,Corynebacterium imitans,Genus,iCW773,GTDB,No
2114,Rhizorhabdus sp.,No curated GEM at species or genus level,NA,GTDB,No
2115,Schaalia sp. JY-X169,No curated GEM at species or genus level,NA,GTDB,No
2116,Hepatospora eriocheir,No curated GEM at species or genus level,NA,Mycocosm,No
2117,Blastococcus litoris,No curated GEM at species or genus level,NA,GTDB,No
2118,Nocardia sp. BSTN01,No curated GEM at species or genus level,NA,GTDB,No
2119,Acetobacter orientalis,No curated GEM at species or genus level,NA,GTDB,No
2120,Nonomuraea turkmeniaca,No curated GEM at species or genus level,NA,GTDB,No
2121,Streptomyces spiroverticillatus,Genus,salb,GTDB,No
2122,Streptomyces spiroverticillatus,Genus,sco,GTDB,No
2123,Burkholderia sp. RF2-non_BP3,Genus,iKF1028,JGI GOLD,No
2124,Solirubrobacter pauli,No curated GEM at species or genus level,NA,GTDB,No
2125,Alteriqipengyuania lutimaris,No curated GEM at species or genus level,NA,GTDB,No
2126,Actinomadura sp. NAK00032,No curated GEM at species or genus level,NA,GTDB,No
2127,Rhizobium sp. Root1212,Genus,iOR450,GTDB,No
2128,Komagataeibacter melomenusus,No curated GEM at species or genus level,NA,GTDB,No
2129,Brevundimonas guildfordensis,No curated GEM at species or genus level,NA,GTDB,No
2130,Pilaira anomala,No curated GEM at species or genus level,NA,Mycocosm,No
2131,Burkholderia sp. USMB20,Genus,iKF1028,GTDB,No
2132,Flavobacterium psychrophilum,No curated GEM at species or genus level,NA,JGI GOLD,No
2133,Marinobacter nitratireducens,No curated GEM at species or genus level,NA,GTDB,No
2134,Psychroserpens luteus,No curated GEM at species or genus level,NA,GTDB,No
2135,Citrobacter europaeus,No curated GEM at species or genus level,NA,GTDB,No
2136,Amycolatopsis granulosa,No curated GEM at species or genus level,NA,GTDB,No
2137,Diaphorobacter caeni,No curated GEM at species or genus level,NA,GTDB,No
2138,Alistipes communis,No curated GEM at species or genus level,NA,GTDB,No
2139,Alicycliphilus sp. UBA6560,No curated GEM at species or genus level,NA,GTDB,No
2140,Trichoderma reesei,Species,Treesei,Mycocosm,No
2141,Agarivorans gilvus,No curated GEM at species or genus level,NA,GTDB,No
2142,Chitinophaga pinensis,No curated GEM at species or genus level,NA,GTDB,No
2143,Pseudomonas sp. NFR16,Genus,iJN746,GTDB,No
2144,Pseudomonas sp. NFR16,Genus,riPB890,GTDB,No
2145,Pseudomonas sp. NFR16,Genus,riJN746,GTDB,No
2146,Pseudomonas sp. NFR16,Genus,1YdBTEX2,GTDB,No
2147,Pseudomonas sp. NFR16,Genus,ec_iJN1463,GTDB,No
2148,Pseudomonas sp. NFR16,Genus,iJN1462,GTDB,No
2149,Streptomyces coeruleorubidus,Genus,salb,GTDB,No
2150,Streptomyces coeruleorubidus,Genus,sco,GTDB,No
2151,Persicobacter sp. CCB-QB2,No curated GEM at species or genus level,NA,GTDB,No
2152,Thiobacillus sp. 63-78,No curated GEM at species or genus level,NA,GTDB,No
2153,Paenarthrobacter ilicis,Genus,iRZ1179,GTDB,No
2154,Herbiconiux sp.,No curated GEM at species or genus level,NA,GTDB,No
2155,Burkholderia sp. URHA0054,Genus,iKF1028,JGI GOLD,No
2156,Pseudomonas guariconensis,Genus,iJN746,GTDB,No
2157,Pseudomonas guariconensis,Genus,riPB890,GTDB,No
2158,Pseudomonas guariconensis,Genus,riJN746,GTDB,No
2159,Pseudomonas guariconensis,Genus,1YdBTEX2,GTDB,No
2160,Pseudomonas guariconensis,Genus,ec_iJN1463,GTDB,No
2161,Pseudomonas guariconensis,Genus,iJN1462,GTDB,No
2162,Schumannella soli,No curated GEM at species or genus level,NA,GTDB,No
2163,Agrobacterium sp. T29,Genus,iNX1344,JGI GOLD,No
2164,Streptomyces chromofuscus,Genus,salb,GTDB,No
2165,Streptomyces chromofuscus,Genus,sco,GTDB,No
2166,Saccharopolyspora hordei,No curated GEM at species or genus level,NA,GTDB,No
2167,Phenylobacterium sp. CCH9-H3,No curated GEM at species or genus level,NA,GTDB,No
2168,Fodinibius salinus,No curated GEM at species or genus level,NA,GTDB,No
2169,Eubacteriaceae bacterium CHKCI004,No curated GEM at species or genus level,NA,GTDB,No
2170,Paenibacillus whitsoniae,No curated GEM at species or genus level,NA,GTDB,No
2171,Ornithinimicrobium pratense,No curated GEM at species or genus level,NA,GTDB,No
2172,Mesorhizobium sp. WSM4306,No curated GEM at species or genus level,NA,GTDB,No
2173,Streptomyces radiopugnans,Genus,salb,GTDB,No
2174,Streptomyces radiopugnans,Genus,sco,GTDB,No
2175,Xylophilus ampelinus,No curated GEM at species or genus level,NA,GTDB,No
2176,Asticcacaulis sp. AC460,No curated GEM at species or genus level,NA,GTDB,No
2177,Arthrobacter dokdonellae,Genus,NA,GTDB,No
2178,Flavobacterium solisilvae,No curated GEM at species or genus level,NA,GTDB,No
2179,Rhodanobacter sp. OK091,No curated GEM at species or genus level,NA,GTDB,No
2180,Desulfovibrio sp. JC022,No curated GEM at species or genus level,NA,GTDB,No
2181,Micrococcus flavus,No curated GEM at species or genus level,NA,JGI GOLD,No
2182,Bacteroidetes bacterium OLB10,No curated GEM at species or genus level,NA,GTDB,No
2183,Gongronella butleri,No curated GEM at species or genus level,NA,Mycocosm,No
2184,Desarmillaria tabescens,No curated GEM at species or genus level,NA,Mycocosm,No
2185,Tahibacter soli,No curated GEM at species or genus level,NA,JGI GOLD,No
2186,Pseudomonas synxantha,Genus,iJN746,GTDB,No
2187,Pseudomonas synxantha,Genus,riPB890,GTDB,No
2188,Pseudomonas synxantha,Genus,riJN746,GTDB,No
2189,Pseudomonas synxantha,Genus,1YdBTEX2,GTDB,No
2190,Pseudomonas synxantha,Genus,ec_iJN1463,GTDB,No
2191,Pseudomonas synxantha,Genus,iJN1462,GTDB,No
2192,Roseateles depolymerans,No curated GEM at species or genus level,NA,GTDB,No
2193,Paracoccus indicus,No curated GEM at species or genus level,NA,GTDB,No
2194,Sphaerisporangium album,No curated GEM at species or genus level,NA,GTDB,No
2195,Thauera sp. 28,No curated GEM at species or genus level,NA,GTDB,No
2196,Pseudomonas sp. gcc21,Genus,iJN746,GTDB,No
2197,Pseudomonas sp. gcc21,Genus,riPB890,GTDB,No
2198,Pseudomonas sp. gcc21,Genus,riJN746,GTDB,No
2199,Pseudomonas sp. gcc21,Genus,1YdBTEX2,GTDB,No
2200,Pseudomonas sp. gcc21,Genus,ec_iJN1463,GTDB,No
2201,Pseudomonas sp. gcc21,Genus,iJN1462,GTDB,No
2202,Schaalia sp. ZJ405,No curated GEM at species or genus level,NA,GTDB,No
2203,Mucilaginibacter sp. 14171R-50,No curated GEM at species or genus level,NA,GTDB,No
2204,Deferribacterales bacterium Deferri_01,No curated GEM at species or genus level,NA,GTDB,No
2205,Amycolatopsis lurida,No curated GEM at species or genus level,NA,GTDB,No
2206,Phyllobacterium salinisoli,No curated GEM at species or genus level,NA,GTDB,No
2207,Halomonas denitrificans,Genus,NA,GTDB,No
2208,Janibacter massiliensis,No curated GEM at species or genus level,NA,GTDB,No
2209,Cecembia rubra,No curated GEM at species or genus level,NA,GTDB,No
2210,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-13,No curated GEM at species or genus level,NA,GTDB,No
2211,Legionella beliardensis,No curated GEM at species or genus level,NA,GTDB,No
2212,Herbaspirillum sp. GW103,No curated GEM at species or genus level,NA,GTDB,No
2213,Agrobacterium sp. B1(2019),Genus,iNX1344,JGI GOLD,No
2214,Massilia frigida,No curated GEM at species or genus level,NA,GTDB,No
2215,Actinoallomurus spadix,No curated GEM at species or genus level,NA,JGI GOLD,No
2216,Streptomyces sp. McG3,Genus,salb,GTDB,No
2217,Streptomyces sp. McG3,Genus,sco,GTDB,No
2218,Sphingobium sp. D43FB,No curated GEM at species or genus level,NA,GTDB,No
2219,Ralstonia sp. SET104,Genus,RehMBEL1391,GTDB,No
2220,Methylomusa anaerophila,No curated GEM at species or genus level,NA,GTDB,No
2221,Leptolyngbya sp. LK,No curated GEM at species or genus level,NA,GTDB,No
2222,Marivivens donghaensis,No curated GEM at species or genus level,NA,GTDB,No
2223,Frigoriglobus tundricola,No curated GEM at species or genus level,NA,JGI GOLD,No
2224,Paenisporosarcina sp. OV554,No curated GEM at species or genus level,NA,GTDB,No
2225,Inhella inkyongensis,No curated GEM at species or genus level,NA,GTDB,No
2226,Candidatus Nitrosocosmicus sp. SS,No curated GEM at species or genus level,NA,GTDB,No
2227,Agrobacterium cavarae,Genus,iNX1344,GTDB,No
2228,Sphingobacteriales bacterium,No curated GEM at species or genus level,NA,GTDB,No
2229,Annulohypoxylon nitens,No curated GEM at species or genus level,NA,Mycocosm,No
2230,Kribbella amoyensis,No curated GEM at species or genus level,NA,GTDB,No
2231,Aspergillus heteromorphus,Genus,iJL1454,Mycocosm,No
2232,Microbacterium sp. GCS4,No curated GEM at species or genus level,NA,GTDB,No
2233,Sphingomonas crocodyli,No curated GEM at species or genus level,NA,GTDB,No
2234,Massilia sp. NR 4-1,No curated GEM at species or genus level,NA,GTDB,No
2235,Halobacterium bonnevillei,No curated GEM at species or genus level,NA,GTDB,No
2236,Aspergillus niger,Genus,iJL1454,JGI GOLD,No
2237,Plectolyngbya sp. WJT66-NPBG17,No curated GEM at species or genus level,NA,SMAG,No
2238,Pectobacterium polaris,No curated GEM at species or genus level,NA,GTDB,No
2239,Hypoxylon sp. FL0543,No curated GEM at species or genus level,NA,Mycocosm,No
2240,Microcoleus sp. FACHB-DQ6,No curated GEM at species or genus level,NA,GTDB,No
2241,Paraburkholderia kirstenboschensis,No curated GEM at species or genus level,NA,GTDB,No
2242,Luteimonas sp. 4-12,No curated GEM at species or genus level,NA,GTDB,No
2243,Paraburkholderia pallida,No curated GEM at species or genus level,NA,JGI GOLD,No
2244,Jannaschia faecimaris,No curated GEM at species or genus level,NA,GTDB,No
2245,Pyrrhoderma noxium,No curated GEM at species or genus level,NA,Mycocosm,No
2246,Desulfobacula sp.,No curated GEM at species or genus level,NA,GTDB,No
2247,Roseovarius faecimaris,No curated GEM at species or genus level,NA,GTDB,No
2248,Cyanobacteria bacterium FACHB-471,No curated GEM at species or genus level,NA,GTDB,No
2249,Chryseobacterium defluvii,No curated GEM at species or genus level,NA,GTDB,No
2250,Antarctobacter heliothermus,No curated GEM at species or genus level,NA,GTDB,No
2251,Pseudomonas cannabina,Genus,iJN746,GTDB,No
2252,Pseudomonas cannabina,Genus,riPB890,GTDB,No
2253,Pseudomonas cannabina,Genus,riJN746,GTDB,No
2254,Pseudomonas cannabina,Genus,1YdBTEX2,GTDB,No
2255,Pseudomonas cannabina,Genus,ec_iJN1463,GTDB,No
2256,Pseudomonas cannabina,Genus,iJN1462,GTDB,No
2257,Hymenobacter psoromatis,No curated GEM at species or genus level,NA,GTDB,No
2258,Klenkia brasiliensis,No curated GEM at species or genus level,NA,GTDB,No
2259,Backusella circina,No curated GEM at species or genus level,NA,Mycocosm,No
2260,Glutamicibacter sp. HZAU,No curated GEM at species or genus level,NA,JGI GOLD,No
2261,Pseudomaricurvus sp. HS19,No curated GEM at species or genus level,NA,GTDB,No
2262,Microvirga sp. KLBC 81,No curated GEM at species or genus level,NA,GTDB,No
2263,Arthrobacter sp. RIT-PI-e,Genus,NA,GTDB,No
2264,Pseudarthrobacter polychromogenes,No curated GEM at species or genus level,NA,GTDB,No
2265,Nitratiruptor sp.,No curated GEM at species or genus level,NA,GTDB,No
2266,Vibrio sinensis,No curated GEM at species or genus level,NA,GTDB,No
2267,Bacillus sp. B15-48,Genus,NA,GTDB,No
2268,Noviherbaspirillum autotrophicum,No curated GEM at species or genus level,NA,GTDB,No
2269,Symploca sp. SIO1C2,No curated GEM at species or genus level,NA,GTDB,No
2270,Pseudomonas sp. S31,Genus,iJN746,GTDB,No
2271,Pseudomonas sp. S31,Genus,riPB890,GTDB,No
2272,Pseudomonas sp. S31,Genus,riJN746,GTDB,No
2273,Pseudomonas sp. S31,Genus,1YdBTEX2,GTDB,No
2274,Pseudomonas sp. S31,Genus,ec_iJN1463,GTDB,No
2275,Pseudomonas sp. S31,Genus,iJN1462,GTDB,No
2276,Paenibacillus lutimineralis,No curated GEM at species or genus level,NA,GTDB,No
2277,Agromyces humi,No curated GEM at species or genus level,NA,GTDB,No
2278,Marmoricola endophyticus,No curated GEM at species or genus level,NA,GTDB,No
2279,Chryseobacterium indologenes,No curated GEM at species or genus level,NA,GTDB,No
2280,Larkinella punicea,No curated GEM at species or genus level,NA,GTDB,No
2281,Cylindrobasidium torrendii,No curated GEM at species or genus level,NA,Mycocosm,No
2282,Thioalkalivibrio versutus,No curated GEM at species or genus level,NA,GTDB,No
2283,Rubritalea profundi,No curated GEM at species or genus level,NA,GTDB,No
2284,Kyrpidia spormannii,No curated GEM at species or genus level,NA,GTDB,No
2285,Aliidiomarina sedimenti,No curated GEM at species or genus level,NA,GTDB,No
2286,Streptomyces bungoensis,Genus,salb,GTDB,No
2287,Streptomyces bungoensis,Genus,sco,GTDB,No
2288,Catellatospora sichuanensis,No curated GEM at species or genus level,NA,GTDB,No
2289,Burkholderia sp. FERM BP-3421,Genus,iKF1028,JGI GOLD,No
2290,Legionella birminghamensis,No curated GEM at species or genus level,NA,GTDB,No
2291,Streptomyces globisporus,Genus,salb,GTDB,No
2292,Streptomyces globisporus,Genus,sco,GTDB,No
2293,Mitsuaria sp. PDC51,No curated GEM at species or genus level,NA,GTDB,No
2294,Melampsora laricis-populina,No curated GEM at species or genus level,NA,Mycocosm,No
2295,Nonomuraea sp. NEAU-A123,No curated GEM at species or genus level,NA,GTDB,No
2296,Gorillibacterium timonense,No curated GEM at species or genus level,NA,GTDB,No
2297,Mycolicibacterium sp. CR10,No curated GEM at species or genus level,NA,GTDB,No
2298,Pseudothauera nasutitermitis,No curated GEM at species or genus level,NA,GTDB,No
2299,Betaproteobacteria bacterium,No curated GEM at species or genus level,NA,SMAG,No
2300,Streptomyces alboniger,Genus,salb,GTDB,No
2301,Streptomyces alboniger,Genus,sco,GTDB,No
2302,Mycobacterium gordonae,No curated GEM at species or genus level,NA,GTDB,No
2303,Salella cibi,No curated GEM at species or genus level,NA,GTDB,No
2304,Olsenella urininfantis,No curated GEM at species or genus level,NA,GTDB,No
2305,Streptomyces sp. NRRL F-6676,Genus,salb,GTDB,No
2306,Streptomyces sp. NRRL F-6676,Genus,sco,GTDB,No
2307,Candidatus Omnitrophota bacterium,No curated GEM at species or genus level,NA,GTDB,No
2308,Photobacterium sanctipauli,No curated GEM at species or genus level,NA,GTDB,No
2309,Lysobacter sp. Root494,No curated GEM at species or genus level,NA,GTDB,No
2310,Azospirillum endophyticum,No curated GEM at species or genus level,NA,GTDB,No
2311,Sphingorhabdus soli,No curated GEM at species or genus level,NA,GTDB,No
2312,uncultured Gemmatimonadota bacterium,No curated GEM at species or genus level,NA,GTDB,No
2313,Stappia albiluteola,No curated GEM at species or genus level,NA,GTDB,No
2314,Paenibacillus beijingensis,No curated GEM at species or genus level,NA,GTDB,No
2315,Arthrobacter ruber,Genus,NA,GTDB,No
2316,Piscinibacter defluvii,No curated GEM at species or genus level,NA,GTDB,No
2317,Cupriavidus campinensis,No curated GEM at species or genus level,NA,JGI GOLD,No
2318,Halothiobacillus sp.,No curated GEM at species or genus level,NA,GTDB,No
2319,Streptomyces cyaneochromogenes,Genus,salb,GTDB,No
2320,Streptomyces cyaneochromogenes,Genus,sco,GTDB,No
2321,Domibacillus robiginosus,No curated GEM at species or genus level,NA,GTDB,No
2322,Botrimarina hoheduenensis,No curated GEM at species or genus level,NA,GTDB,No
2323,Paenibacillus tyrfis,No curated GEM at species or genus level,NA,GTDB,No
2324,Thioalkalivibrio sp. AKL19,No curated GEM at species or genus level,NA,GTDB,No
2325,Frigoribacterium sp. CFBP 13712,No curated GEM at species or genus level,NA,GTDB,No
2326,Klebsiella sp. WP3-W18-ESBL-02,No curated GEM at species or genus level,NA,GTDB,No
2327,Devosia sp. 66-22,No curated GEM at species or genus level,NA,GTDB,No
2328,Paraburkholderia polaris,No curated GEM at species or genus level,NA,GTDB,No
2329,[Eubacterium] yurii,No curated GEM at species or genus level,NA,GTDB,No
2330,Algoriphagus marinus,No curated GEM at species or genus level,NA,GTDB,No
2331,Microbacterium ulmi,No curated GEM at species or genus level,NA,GTDB,No
2332,Parafrankia soli,No curated GEM at species or genus level,NA,GTDB,No
2333,Shewanella sp. UCD-KL12,No curated GEM at species or genus level,NA,GTDB,No
2334,beta proteobacterium AAP65,No curated GEM at species or genus level,NA,GTDB,No
2335,Lactiplantibacillus garii,No curated GEM at species or genus level,NA,GTDB,No
2336,candidate division WS1 bacterium,No curated GEM at species or genus level,NA,GTDB,No
2337,Pelagibacteraceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
2338,Microlunatus parietis,No curated GEM at species or genus level,NA,GTDB,No
2339,Streptomyces sp. CB01201,Genus,salb,GTDB,No
2340,Streptomyces sp. CB01201,Genus,sco,GTDB,No
2341,Litchfieldia salsa,No curated GEM at species or genus level,NA,GTDB,No
2342,Yersinia ruckeri,No curated GEM at species or genus level,NA,JGI GOLD,No
2343,Draconibacterium sp.,No curated GEM at species or genus level,NA,GTDB,No
2344,Niveispirillum cyanobacteriorum,No curated GEM at species or genus level,NA,GTDB,No
2345,Luteimonas saliphila,No curated GEM at species or genus level,NA,GTDB,No
2346,Chaetomium fimeti,No curated GEM at species or genus level,NA,Mycocosm,No
2347,Mycolicibacter sinensis,No curated GEM at species or genus level,NA,GTDB,No
2348,Klebsiella oxytoca,No curated GEM at species or genus level,NA,GTDB,No
2349,Betaproteobacteria bacterium MOLA814,No curated GEM at species or genus level,NA,GTDB,No
2350,Alistipes sp. dk3624,No curated GEM at species or genus level,NA,GTDB,No
