Additional File 3-1. Unique reactions involved in the in silico model of Rhodococcus jostii RHA1,,,,,,,,,,,
Name,ID,Definition,Equation,Directionality,Lower Bound,Upper Bound,EC No,ORF,Replaced Reaction,Reference,Note
2-Hydroxymuconate semialdehyde:NAD+ 6-oxidoreductase,R02762,2-Hydroxymuconate semialdehyde + NAD+ + H2O <=> 2-Hydroxymuconate + NADH + H+,C00682 + C00003 + C00001 <=> C02501 + C00004 + C00080,1,0,Inf,ec:1.2.1.32,ro03868,,"(Kanehisa, Goto et al. 2004)",
3-oxoadipate:NAD+ oxidoreductase,R02988,3-Oxoadipate + NAD+ <=> 2-Maleylacetate + NADH + H+,C00846 + C00003 <=> C02222 + C00004 + C00080,-1,0,Inf,ec:1.3.1.32,"ro01858, ro02996, ro08510, ro11309",,"(Kanehisa, Goto et al. 2004)",
4-Carboxymethylbut-3-en-4-olide enol-lactonohydrolase,R02991,"2-Oxo-2,3-dihydrofuran-5-acetate + H2O <=> 3-Oxoadipate",C03586 + C00001 <=> C00846,1,-Inf,Inf,ec:3.1.1.24,"ro01338, ro02519",,"(Kanehisa, Goto et al. 2004)",
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)",R03307,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate <=> 3-Carboxy-cis,cis-muconate",C01278 <=> C01163,-1,-Inf,Inf,ec:5.5.1.2,ro01337,,"(Kanehisa, Goto et al. 2004)",
4-Carboxymuconolactone carboxy-lyase,R03470,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate <=> 2-Oxo-2,3-dihydrofuran-5-acetate + CO2",C01278 <=> C03586 + C00011,1,-Inf,Inf,ec:4.1.1.44,"ro01338, ro02550, ro04660",,"(Kanehisa, Goto et al. 2004)",
,R03966,2-Hydroxymuconate <=> (Z)-5-Oxohex-2-enedioate,C02501 <=> C03453,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)",R04061,"Benzene-1,2,4-triol + Oxygen <=> 3-Hydroxy-cis,cis-muconate",C02814 + C00007 <=> C03676,1,0,Inf,ec:1.13.11.37,"ro02997, ro11310",,"(Kanehisa, Goto et al. 2004)",
,R04223,(Z)-5-Oxohex-2-enedioate + H2O <=> 4-Hydroxy-2-oxopentanoate + CO2,C03453 + C00001 <=> C03589 + C00011,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R04488,4-Carboxy-2-hydroxymuconate semialdehyde + H2O <=> 4-Methylene-2-oxoglutarate + Formate,C04484 + C00001 <=> C06035 + C00058,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05078,Parapyruvate <=> 4-Methylene-2-oxoglutarate + H2O,C06033 <=> C06035 + C00001,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05621,"Benzoate + NADH + H+ + Oxygen <=> 1,6-Dihydroxy-cis-2,4-cyclohexadiene-1-carboxylic acid + NAD+",C00180 + C00004 + C00080 + C00007 <=> C06321 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
"2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)",R06989,"cis,cis-Muconate <=> (S)-5-Oxo-2,5-dihydrofuran-2-acetate",C02480 <=> C14610,1,-Inf,Inf,ec:5.5.1.1,ro02372,,"(Kanehisa, Goto et al. 2004)",
"2-Oxo-2,5-dihydrofuran-5-acetate delta3-delat2-isomerase",R06990,"(S)-5-Oxo-2,5-dihydrofuran-2-acetate <=> 2-Oxo-2,3-dihydrofuran-5-acetate",C14610 <=> C03586,1,-Inf,Inf,ec:5.3.3.4,ro02371,,"(Kanehisa, Goto et al. 2004)",
"2,3-dihydroxybenzenesulfonate 2,3-dioxygenase",R07795,3-Sulfocatechol + Oxygen + H2O <=> 2-Hydroxymuconate + Sulfite,C06336 + C00007 + C00001 <=> C02501 + C00094,1,0,Inf,ec:1.13.11.2,"ro03865, ro08079",,"(Kanehisa, Goto et al. 2004)",
,R06883,"Bisphenol A + NADH + H+ + Oxygen <=> 1,2-Bis(4-hydroxyphenyl)-2-propanol + NAD+ + H2O",C13624 + C00004 + C00080 + C00007 <=> C13629 + C00003 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06884,"Bisphenol A + NADH + H+ + Oxygen <=> 2,2-Bis(4-hydroxyphenyl)-1-propanol + NAD+ + H2O",C13624 + C00004 + C00080 + C00007 <=> C13631 + C00003 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06885,"1,2-Bis(4-hydroxyphenyl)-2-propanol <=> 4,4'-Dihydroxy-alpha-methylstilbene + H2O",C13629 <=> C13632 + C00001,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06888,"2,2-Bis(4-hydroxyphenyl)-1-propanol + NADH + H+ + Oxygen <=> 2,3-Bis(4-hydroxyphenyl)-1,2-propanediol + NAD+ + H2O",C13631 + C00004 + C00080 + C00007 <=> C13634 + C00003 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06890,4-Ethylphenol + NADPH + H+ + Oxygen <=> 1-(4'-Hydroxyphenyl)ethanol + NADP+ + H2O,C13637 + C00005 + C00080 + C00007 <=> C13638 + C00006 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06891,1-(4'-Hydroxyphenyl)ethanol + NAD+ <=> 4'-Hydroxyacetophenone + NADH + H+,C13638 + C00003 <=> C10700 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)",R08100,"2-Fluorobenzoate + NADH + H+ + Oxygen <=> 2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02359 + C00004 + C00080 + C00007 <=> C16482 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
"2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)",R08101,"2-Fluorobenzoate + NADH + H+ + Oxygen <=> 6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02359 + C00004 + C00080 + C00007 <=> C16481 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
,R08103,"Fluorobenzene + NADH + Oxygen + H+ <=> 4-Fluorocyclohexadiene-cis,cis-1,2-diol + NAD+",C11272 + C00004 + C00007 + C00080 <=> C16483 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R08104,"Fluorobenzene + NADH + H+ + Oxygen <=> 1-Fluorocyclohexadiene-cis,cis-1,2-diol + NAD+",C11272 + C00004 + C00080 + C00007 <=> C16484 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R08105,"4-Fluorocyclohexadiene-cis,cis-1,2-diol + NAD+ <=> 4-Fluorocatechol + NADH + H+",C16483 + C00003 <=> C16473 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)",R08108,"3-Fluorobenzoate + NADH + Oxygen + H+ <=> 3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02364 + C00004 + C00007 + C00080 <=> C16478 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
"3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)",R08109,"3-Fluorobenzoate + NADH + H+ + Oxygen <=> 5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02364 + C00004 + C00080 + C00007 <=> C16479 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
"4-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)",R08110,"4-Fluorobenzoate + NADH + H+ + Oxygen <=> 4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02371 + C00004 + C00080 + C00007 <=> C16480 + C00003,1,0,Inf,ec:1.14.12.10,"ro02384, ro02385",,"(Kanehisa, Goto et al. 2004)",
"3-fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)",R08111,"3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+ <=> 3-Fluorocatechol + NADH + CO2 + H+",C16478 + C00003 <=> C16472 + C00004 + C00011 + C00080,1,-Inf,Inf,ec:1.3.1.25,ro02387,,"(Kanehisa, Goto et al. 2004)",
"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)",R08112,"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+ <=> 4-Fluorocatechol + NADH + CO2 + H+",C16479 + C00003 <=> C16473 + C00004 + C00011 + C00080,1,-Inf,Inf,ec:1.3.1.25,ro02387,,"(Kanehisa, Goto et al. 2004)",
"4-fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)",R08113,"4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+ <=> 4-Fluorocatechol + NADH + CO2 + H+",C16480 + C00003 <=> C16473 + C00004 + C00011 + C00080,1,-Inf,Inf,ec:1.3.1.25,ro02387,,"(Kanehisa, Goto et al. 2004)",
"3-fluorocatechol:oxygen 1,2-oxidoreductase",R08114,"3-Fluorocatechol + Oxygen <=> 2-Fluoro-cis,cis-muconate",C16472 + C00007 <=> C16475,1,0,Inf,ec:1.13.11.1,"ro02373, ro02515, ro08069, ro08511",,"(Kanehisa, Goto et al. 2004)",
"4-fluorocatechol:oxygen 1,2-oxidoreductase",R08115,"4-Fluorocatechol + Oxygen <=> 3-Fluoro-cis,cis-muconate",C16473 + C00007 <=> C16474,1,0,Inf,ec:1.13.11.1,"ro02373, ro02515, ro08069, ro08511",,"(Kanehisa, Goto et al. 2004)",
4-fluoromuconolactone lyase (decyclizing),R08116,"3-Fluoro-cis,cis-muconate <=> 4-Fluoromuconolactone",C16474 <=> C16476,1,-Inf,Inf,ec:5.5.1.1,ro02372,,"(Kanehisa, Goto et al. 2004)",
5-fluoromuconolactone lactonohydrolase,R08120,5-Fluoromuconolactone + H2O <=> 2-Maleylacetate + Hydrofluoric acid,C16477 + C00001 <=> C02222 + C16487,1,-Inf,Inf,ec:3.1.1.45,"ro01784, ro02271, ro03727, ro04129",,"(Kanehisa, Goto et al. 2004)",
4-fluoromuconolactone lactonohydrolase,R08121,4-Fluoromuconolactone + H2O <=> 2-Maleylacetate + Hydrofluoric acid,C16476 + C00001 <=> C02222 + C16487,1,-Inf,Inf,ec:3.1.1.45,"ro01784, ro02271, ro03727, ro04129",,"(Kanehisa, Goto et al. 2004)",
"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)",R00678,L-Tryptophan + Oxygen <=> L-Formylkynurenine,C00078 + C00007 <=> C02700,1,0,Inf,ec:1.13.11.11,ro01801,,"(Kanehisa, Goto et al. 2004)",
L-tryptophan:oxygen 2-oxidoreductase (decarboxylating),R00679,L-Tryptophan + Oxygen <=> (Indol-3-yl)acetamide + CO2 + H2O,C00078 + C00007 <=> C02693 + C00011 + C00001,1,0,Inf,ec:1.13.12.3,ro03531,,"(Kanehisa, Goto et al. 2004)",
L-Kynurenine hydrolase,R00987,L-Kynurenine + H2O <=> Anthranilate + L-Alanine,C00328 + C00001 <=> C00108 + C00041,1,0,Inf,ec:3.7.1.3,ro01800,,"(Kanehisa, Goto et al. 2004)",
Tryptamine:oxygen oxidoreductase(deaminating),R02173,Tryptamine + H2O + Oxygen <=> Indole-3-acetaldehyde + NH3 + H2O2,C00398 + C00001 + C00007 <=> C00637 + C00014 + C00027,1,0,Inf,ec:1.4.3.4,"ro01769, ro05707",,"(Kanehisa, Goto et al. 2004)",
Indole-3-acetaldehyde:NAD+ oxidoreductase,R02678,Indole-3-acetaldehyde + NAD+ + H2O <=> Indole-3-acetate + NADH + H+,C00637 + C00003 + C00001 <=> C00954 + C00004 + C00080,1,0,Inf,ec:1.2.1.3,"ro00340, ro00395, ro00646, ro02498, ro03066, ro03790, ro03974, ro04375, ro04663, ro05244, ro06081, ro06111, ro06275, ro06678, ro07077, ro08090, ro08151, ro08917, ro10302, ro11056",,"(Kanehisa, Goto et al. 2004)",
3-Indoleacetonitrile aminohydrolase,R03093,3-Indoleacetonitrile + 2 H2O <=> Indole-3-acetate + NH3,C02938 + 2 C00001 <=> C00954 + C00014,1,0,Inf,ec:3.5.5.1,"ro03332, ro03335, ro03530",,"(Kanehisa, Goto et al. 2004)",
Indole-3-acetamide amidohydrolase,R03096,(Indol-3-yl)acetamide + H2O <=> Indole-3-acetate + NH3,C02693 + C00001 <=> C00954 + C00014,1,0,Inf,ec:3.5.1.4,"ro00359, ro01236, ro02852, ro03211, ro03496, ro04008, ro04406, ro04575, ro04799, ro05297, ro10169",,"(Kanehisa, Goto et al. 2004)",
2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase,R03889,2-Aminomuconate semialdehyde + NAD+ + H2O <=> 2-Aminomuconate + H+ + NADH,C03824 + C00003 + C00001 <=> C02220 + C00080 + C00004,1,-Inf,Inf,ec:1.2.1.32,ro03868,,"(Kanehisa, Goto et al. 2004)",
Formylkynurenine hydrolase,R03936,L-Formylkynurenine + H2O <=> Formylanthranilate + L-Alanine,C02700 + C00001 <=> C05653 + C00041,1,0,Inf,ec:3.7.1.3,ro01800,,"(Kanehisa, Goto et al. 2004)",
Indole-3-acetamide hydro-lyase,R04020,(Indol-3-yl)acetamide <=> 3-Indoleacetonitrile + H2O,C02693 <=> C02938 + C00001,-1,-Inf,Inf,ec:4.2.1.84,"ro00360, ro00361",,"(Kanehisa, Goto et al. 2004)",
L-serine hydro-lyase (adding indole; L-tryptophan-forming),R00674,L-Serine + Indole <=> L-Tryptophan + H2O,C00065 + C00463 <=> C00078 + C00001,1,0,Inf,ec:4.2.1.20,"ro01012, ro01013, ro04524",,"(Kanehisa, Goto et al. 2004)",
Chorismate pyruvate-lyase (amino-accepting),R00986,Chorismate + L-Glutamine <=> Anthranilate + Pyruvate + L-Glutamate,C00251 + C00064 <=> C00108 + C00022 + C00025,1,0,Inf,ec:4.1.3.27,ro01016,,"(Kanehisa, Goto et al. 2004)",
N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase,R01073,N-(5-Phospho-D-ribosyl)anthranilate + Diphosphate <=> Anthranilate + 5-Phospho-alpha-D-ribose 1-diphosphate,C04302 + C00013 <=> C00108 + C00119,-1,0,Inf,ec:2.4.2.18,ro01128,,"(Kanehisa, Goto et al. 2004)",
prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming),R01373,Prephenate <=> Phenylpyruvate + H2O + CO2,C00254 <=> C00166 + C00001 + C00011,1,0,Inf,ec:4.2.1.51,ro04033,,"(Kanehisa, Goto et al. 2004)",
5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming),R01714,5-O-(1-Carboxyvinyl)-3-phosphoshikimate <=> Chorismate + Orthophosphate,C01269 <=> C00251 + C00009,1,0,Inf,ec:4.2.3.5,ro07140,,"(Kanehisa, Goto et al. 2004)",
Chorismate pyruvatemutase,R01715,Chorismate <=> Prephenate,C00251 <=> C00254,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Prephenate:NAD+ oxidoreductase(decarboxylating),R01728,Prephenate + NAD+ <=> 3-(4-Hydroxyphenyl)pyruvate + CO2 + NADH + H+,C00254 + C00003 <=> C01179 + C00011 + C00004 + C00080,1,0,Inf,ec:1.3.1.12,"ro04152, ro06105",,"(Kanehisa, Goto et al. 2004)",
"Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)",R01826,Phosphoenolpyruvate + D-Erythrose 4-phosphate + H2O <=> 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate + Orthophosphate,C00074 + C00279 + C00001 <=> C04691 + C00009,1,0,Inf,ec:2.5.1.54,"ro01112, ro04931",,"(Kanehisa, Goto et al. 2004)",
"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase",R02340,Indoleglycerol phosphate <=> Indole + D-Glyceraldehyde 3-phosphate,C03506 <=> C00463 + C00118,1,0,Inf,ec:4.2.1.20,"ro01012, ro01013, ro04524",,"(Kanehisa, Goto et al. 2004)",
ATP:shikimate 3-phosphotransferase,R02412,ATP + Shikimate <=> ADP + Shikimate 3-phosphate,C00002 + C00493 <=> C00008 + C03175,1,0,Inf,ec:2.7.1.71,ro07141,,"(Kanehisa, Goto et al. 2004)",
Shikimate:NADP+ 3-oxidoreductase,R02413,Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,C00493 + C00006 <=> C02637 + C00005 + C00080,-1,-Inf,Inf,ec:1.1.1.25,"ro01342, ro01564, ro01853, ro07138",,"(Kanehisa, Goto et al. 2004)",
L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming],R02722,L-Serine + Indoleglycerol phosphate <=> L-Tryptophan + D-Glyceraldehyde 3-phosphate + H2O,C00065 + C03506 <=> C00078 + C00118 + C00001,1,0,Inf,ec:4.2.1.20,"ro01012, ro01013, ro04524",,"(Kanehisa, Goto et al. 2004)",
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing),R03083,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate <=> 3-Dehydroquinate + Orthophosphate,C04691 <=> C00944 + C00009,1,0,Inf,ec:4.2.3.4,ro07142,,"(Kanehisa, Goto et al. 2004)",
3-Dehydroquinate hydro-lyase,R03084,3-Dehydroquinate <=> 3-Dehydroshikimate + H2O,C00944 <=> C02637 + C00001,1,-Inf,Inf,ec:4.2.1.10,"ro01368, ro03051",,"(Kanehisa, Goto et al. 2004)",
Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase,R03460,Phosphoenolpyruvate + Shikimate 3-phosphate <=> Orthophosphate + 5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C00074 + C03175 <=> C00009 + C01269,1,-Inf,Inf,ec:2.5.1.19,ro06338,,"(Kanehisa, Goto et al. 2004)",
1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing),R03508,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate <=> Indoleglycerol phosphate + CO2 + H2O,C01302 <=> C03506 + C00011 + C00001,1,-Inf,Inf,ec:4.1.1.48,ro01014,,"(Kanehisa, Goto et al. 2004)",
N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase,R03509,N-(5-Phospho-D-ribosyl)anthranilate <=> 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C04302 <=> C01302,1,-Inf,Inf,ec:5.3.1.24,"ro01024, ro05141",,"(Kanehisa, Goto et al. 2004)",
3-aminopropanal:NAD+ oxidoreductase,R00904,3-Aminopropanal + NAD+ + H2O <=> beta-Alanine + NADH + H+,C05665 + C00003 + C00001 <=> C00099 + C00004 + C00080,1,-Inf,Inf,ec:1.2.1.3,"ro00340, ro00395, ro00646, ro02498, ro03066, ro03790, ro03974, ro04375, ro04663, ro05244, ro06081, ro06111, ro06275, ro06678, ro07077, ro08090, ro08151, ro08917, ro10302, ro11056",,"(Kanehisa, Goto et al. 2004)",
(R)-Pantoate:beta-alanine ligase (AMP-forming),R02473,ATP + (R)-Pantoate + beta-Alanine <=> AMP + Diphosphate + Pantothenate,C00002 + C00522 + C00099 <=> C00020 + C00013 + C00864,1,0,Inf,ec:6.3.2.1,ro04415,,"(Kanehisa, Goto et al. 2004)",
primary-amine oxidase,R03139,"1,3-Diaminopropane + Oxygen + H2O <=> 3-Aminopropanal + NH3 + H2O2",C00986 + C00007 + C00001 <=> C05665 + C00014 + C00027,1,0,Inf,ec:1.4.3.21,"ro02608, ro02834, ro05597, ro08476",,"(Kanehisa, Goto et al. 2004)",
acetyl-CoA:phosphate acetyltransferase,R00230,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,C00024 + C00009 <=> C00010 + C00227,1,-Inf,Inf,ec:2.3.1.8,ro02197,,"(Kanehisa, Goto et al. 2004)",
ATP:acetate phosphotransferase,R00315,ATP + Acetate <=> ADP + Acetyl phosphate,C00002 + C00033 <=> C00008 + C00227,1,0,0,ec:2.7.2.1,ro02196,,"(Kanehisa, Goto et al. 2004)",
L-Alanine:NAD+ oxidoreductase (deaminating),R00396,L-Alanine + NAD+ + H2O <=> Pyruvate + NH3 + NADH + H+,C00041 + C00003 + C00001 <=> C00022 + C00014 + C00004 + C00080,1,0,Inf,ec:1.4.1.1,"ro03547, ro04466",,"(Kanehisa, Goto et al. 2004)",
3-Sulfo-L-alanine carboxy-lyase (taurine-forming),R01682,L-Cysteate <=> Taurine + CO2,C00506 <=> C00245 + C00011,1,-Inf,Inf,ec:4.1.1.15,ro06016,,"(Kanehisa, Goto et al. 2004)",
3-Sulfino-L-alanine carboxy-lyase,R02466,3-Sulfino-L-alanine <=> Hypotaurine + CO2,C00606 <=> C00519 + C00011,1,-Inf,Inf,ec:4.1.1.15,ro06016,,"(Kanehisa, Goto et al. 2004)",
"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)",R05320,Taurine + 2-Oxoglutarate + Oxygen <=> Sulfite + Aminoacetaldehyde + Succinate + CO2,C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011,1,0,Inf,ec:1.14.11.17,"ro01729, ro01730, ro02083, ro02477, ro03785",,"(Kanehisa, Goto et al. 2004)",
isethionate:ferricytochrome-c oxidoreductase,R06981,2-Hydroxyethanesulfonate + 2 Ferricytochrome c <=> Sulfoacetaldehyde + 2 Ferrocytochrome c + 2 H+,C05123 + 2 C00125 <=> C00593 + 2 C00126 + 2 C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide),R03601,O-Acetyl-L-serine + Selenide <=> Selenocysteine + Acetate,C00979 + C01528 <=> C05688 + C00033,1,-Inf,Inf,ec:2.5.1.47,"ro01436, ro02027, ro10436",,"(Kanehisa, Goto et al. 2004)",
ATP:L-selenomethione S-adenosyltransferase,R04771,ATP + Selenomethionine + H2O <=> Orthophosphate + Diphosphate + Se-Adenosylselenomethionine,C00002 + C05335 + C00001 <=> C00009 + C00013 + C05691,1,0,Inf,ec:2.5.1.6,ro07158,,"(Kanehisa, Goto et al. 2004)",
Selenocystathionine Lysteine-lyase (deaminating),R04930,Selenocystathionine + H2O <=> Selenocysteine + NH3 + 2-Oxobutanoate,C05699 + C00001 <=> C05688 + C00014 + C00109,1,0,Inf,ec:4.4.1.1,ro06506,,"(Kanehisa, Goto et al. 2004)",
Se-Adenosylselenohomocysteine hydrolase,R04936,Se-Adenosylselenohomocysteine + H2O <=> Adenosine + Selenohomocysteine,C05692 + C00001 <=> C00212 + C05698,1,-Inf,Inf,ec:3.3.1.1,ro06322,,"(Kanehisa, Goto et al. 2004)",
,R04939,R + Se-Adenosylselenomethionine <=> CH3-R + Se-Adenosylselenohomocysteine,C05693 + C05691 <=> C05694 + C05692,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
L-Serine hydro-lyase (adding homocysteine),R04942,L-Serine + Selenohomocysteine <=> Selenocystathionine + H2O,C00065 + C05698 <=> C05699 + C00001,1,-Inf,Inf,ec:4.2.1.22,ro05843,,"(Kanehisa, Goto et al. 2004)",
O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-phosphorylhomoserine phosphate-lyase (adding selenocysteine),R04944,O-Phosphorylhomoserine + Selenocysteine <=> Selenocystathionine + Orthophosphate,C05702 + C05688 <=> C05699 + C00009,1,0,Inf,ec:2.5.1.48,ro05845,,"(Kanehisa, Goto et al. 2004)",
O-Acetylhomoserine succinate-lyase (adding cysteine),R04945,O-Acetylhomoserine + Selenocysteine <=> Selenocystathionine + Acetate,C05700 + C05688 <=> C05699 + C00033,1,0,Inf,ec:2.5.1.48,ro05845,,"(Kanehisa, Goto et al. 2004)",
O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding selenocysteine),R04946,O-Succinylhomoserine + Selenocysteine <=> Selenocystathionine + Succinate,C05701 + C05688 <=> C05699 + C00042,1,-Inf,Inf,ec:2.5.1.48,ro05845,,"(Kanehisa, Goto et al. 2004)",
(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase,R03970,3-Cyano-L-alanine + L-Glutamate <=> gamma-Glutamyl-beta-cyanoalanine + H2O,C02512 + C00025 <=> C05711 + C00001,1,0,Inf,ec:2.3.2.2,"ro04237, ro04377",,"(Kanehisa, Goto et al. 2004)",
gamma-Glutamyl-beta-aminopropiononitrile amidohydrolase,R03971,beta-Aminopropionitrile + L-Glutamate <=> gamma-Glutamyl-beta-aminopropiononitrile + H2O,C05670 + C00025 <=> C06114 + C00001,1,0,Inf,ec:2.3.2.2,"ro04237, ro04377",,"(Kanehisa, Goto et al. 2004)",
D-Glutamine amidohydrolase,R01579,D-Glutamine + H2O <=> D-Glutamate + NH3,C00819 + C00001 <=> C00217 + C00014,1,0,Inf,ec:3.5.1.2,ro06842,,"(Kanehisa, Goto et al. 2004)",
D-alanine:D-alanine ligase (ADP-forming),R01150,ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine,C00002 + 2 C00133 <=> C00008 + C00009 + C00993,1,-Inf,Inf,ec:6.3.2.4,ro06507,,"(Kanehisa, Goto et al. 2004)",
glutathione:NADP+ oxidoreductase,R00115,2 Glutathione + NADP+ <=> Glutathione disulfide + NADPH + H+,2 C00051 + C00006 <=> C00127 + C00005 + C00080,-1,0,Inf,ec:1.8.1.7,ro06610,,"(Kanehisa, Goto et al. 2004)",
Isocitrate:NADP+ oxidoreductase (decarboxylating),R00267,Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+,C00311 + C00006 <=> C00026 + C00011 + C00005 + C00080,1,-Inf,Inf,ec:1.1.1.42,"ro00618, ro06238",,"(Kanehisa, Goto et al. 2004)",
glutathione:hydrogen-peroxide oxidoreductase,R00274,H2O2 + 2 Glutathione <=> Glutathione disulfide + 2 H2O,C00027 + 2 C00051 <=> C00127 + 2 C00001,1,-Inf,Inf,ec:1.11.1.9,ro04823,,"(Kanehisa, Goto et al. 2004)",
glutathione gamma-glutamylaminopeptidase,R00494,Glutathione + H2O <=> Cys-Gly + L-Glutamate,C00051 + C00001 <=> C01419 + C00025,1,0,Inf,ec:2.3.2.2,"ro04237, ro04377",,"(Kanehisa, Goto et al. 2004)",
L-glutamate:L-cysteine gamma-ligase (ADP-forming),R00894,ATP + L-Glutamate + L-Cysteine <=> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine,C00002 + C00025 + C00097 <=> C00008 + C00009 + C00669,1,0,Inf,ec:6.3.2.2,ro05700,,"(Kanehisa, Goto et al. 2004)",
